index,age,job,marital,education,default,balance,loan
8108,39.0,unemployed,married,tertiary,no,1108.0,no
8109,41.0,blue-collar,divorced,secondary,no,-90.0,no
8110,31.0,management,single,tertiary,no,874.0,no
8111,45.0,admin.,married,secondary,no,0.0,no
8112,51.0,management,divorced,tertiary,no,1937.0,no
8113,47.0,management,single,tertiary,no,153.0,no
8114,38.0,management,married,tertiary,no,5432.0,yes
8115,32.0,services,married,secondary,no,3839.0,no
8116,36.0,entrepreneur,divorced,tertiary,no,299.0,no
8117,40.0,entrepreneur,married,secondary,no,1532.0,yes
8118,47.0,technician,married,secondary,no,826.0,no
8119,31.0,services,married,secondary,no,2050.0,no
8120,46.0,blue-collar,married,secondary,no,922.0,no
8121,53.0,self-employed,married,tertiary,no,337.0,yes
8122,48.0,self-employed,married,secondary,no,1175.0,yes
8123,32.0,blue-collar,married,secondary,no,491.0,no
8124,33.0,technician,married,tertiary,no,17455.0,yes
8125,34.0,blue-collar,single,secondary,no,47.0,no
8126,42.0,blue-collar,married,primary,no,560.0,yes
8127,51.0,management,married,tertiary,no,1612.0,no
8128,41.0,housemaid,divorced,primary,no,22.0,no
8129,28.0,unemployed,single,secondary,no,434.0,no
8130,36.0,blue-collar,married,primary,no,0.0,no
8131,53.0,management,married,tertiary,no,952.0,yes
8132,32.0,self-employed,single,tertiary,no,386.0,no
8133,42.0,management,single,tertiary,no,515.0,no
8134,33.0,technician,divorced,secondary,yes,10.0,yes
8135,50.0,management,married,tertiary,no,1477.0,no
8136,49.0,technician,married,secondary,no,1432.0,yes
8137,34.0,self-employed,divorced,secondary,no,172.0,no
8138,45.0,admin.,divorced,primary,no,429.0,no
8139,30.0,management,married,tertiary,no,1185.0,no
8140,31.0,blue-collar,married,secondary,no,604.0,no
8141,41.0,management,married,secondary,no,1471.0,no
8142,39.0,blue-collar,married,secondary,no,0.0,no
8143,44.0,blue-collar,divorced,secondary,no,-184.0,no
8144,34.0,self-employed,divorced,tertiary,no,5722.0,no
8145,30.0,admin.,married,secondary,no,1589.0,no
8146,47.0,management,divorced,tertiary,no,0.0,yes
8147,34.0,technician,single,tertiary,no,2047.0,no
8148,32.0,blue-collar,married,secondary,no,1.0,no
8149,34.0,blue-collar,married,secondary,no,3990.0,no
8150,38.0,technician,married,secondary,no,958.0,no
8151,36.0,technician,married,secondary,no,-179.0,no
8152,41.0,blue-collar,married,primary,no,168.0,no
8153,56.0,services,married,primary,no,444.0,no
8154,59.0,management,married,secondary,no,7623.0,no
8155,41.0,admin.,married,secondary,no,1327.0,yes
8156,39.0,management,married,tertiary,no,9579.0,no
8157,32.0,management,married,secondary,no,6217.0,yes
8158,33.0,blue-collar,married,secondary,no,328.0,no
8159,49.0,blue-collar,married,primary,no,-14.0,no
8160,40.0,admin.,single,secondary,no,2854.0,no
8161,52.0,self-employed,married,tertiary,no,5350.0,yes
8162,38.0,technician,married,secondary,no,728.0,no
8163,36.0,self-employed,single,tertiary,no,0.0,no
8164,35.0,management,married,tertiary,no,222.0,no
8165,53.0,self-employed,married,secondary,no,1066.0,no
8166,33.0,blue-collar,single,unknown,no,129.0,yes
8167,32.0,admin.,married,secondary,no,269.0,no
8168,36.0,management,married,secondary,no,644.0,no
8169,36.0,technician,divorced,secondary,no,556.0,no
8170,55.0,unemployed,married,secondary,no,4733.0,no
8171,44.0,management,married,tertiary,no,13853.0,no
8172,42.0,blue-collar,divorced,secondary,no,898.0,no
8173,31.0,admin.,married,secondary,no,8295.0,no
8174,44.0,services,married,secondary,no,-236.0,no
8175,37.0,technician,married,secondary,no,5902.0,no
8176,34.0,blue-collar,married,secondary,no,1430.0,yes
8177,33.0,management,married,tertiary,no,1522.0,no
8178,42.0,management,single,tertiary,no,1113.0,yes
8179,53.0,admin.,divorced,secondary,no,0.0,yes
8180,31.0,admin.,divorced,tertiary,no,-2.0,no
8181,37.0,management,married,tertiary,no,-666.0,no
8182,30.0,services,divorced,secondary,no,0.0,yes
8183,43.0,unemployed,married,secondary,no,1943.0,no
8184,41.0,technician,single,secondary,no,2004.0,no
8185,37.0,blue-collar,married,primary,no,3574.0,no
8186,40.0,management,married,tertiary,no,132.0,yes
8187,47.0,admin.,divorced,primary,no,1095.0,no
8188,40.0,technician,divorced,secondary,no,5674.0,no
8189,50.0,unemployed,married,secondary,no,525.0,no
8190,30.0,management,married,secondary,no,1439.0,no
8191,32.0,admin.,single,secondary,no,6188.0,yes
8192,34.0,management,married,tertiary,no,136.0,no
8193,38.0,blue-collar,married,primary,no,2240.0,no
8194,26.0,technician,single,tertiary,no,2781.0,no
8195,33.0,admin.,married,tertiary,no,88.0,yes
8196,35.0,technician,married,tertiary,no,14232.0,no
8197,47.0,blue-collar,divorced,primary,no,551.0,no
8198,40.0,technician,single,secondary,no,1411.0,yes
8199,45.0,services,married,secondary,no,1550.0,no
8200,34.0,services,married,secondary,no,184.0,no
8201,31.0,technician,divorced,secondary,no,0.0,no
8202,30.0,technician,single,tertiary,no,0.0,no
8203,40.0,technician,married,secondary,no,7313.0,no
8204,30.0,technician,single,tertiary,no,1185.0,no
8205,33.0,technician,married,secondary,no,3572.0,no
8206,32.0,services,married,secondary,no,4885.0,yes
8207,38.0,technician,married,secondary,no,0.0,no
8208,31.0,student,single,unknown,no,2144.0,no
8209,31.0,blue-collar,single,secondary,no,545.0,no
8210,48.0,management,single,tertiary,no,648.0,no
8211,39.0,management,married,unknown,no,548.0,no
8212,27.0,blue-collar,single,primary,no,3342.0,no
8213,39.0,housemaid,married,primary,no,694.0,yes
8214,45.0,technician,married,secondary,no,3395.0,no
8215,33.0,blue-collar,married,secondary,no,157.0,no
8216,33.0,services,single,tertiary,no,0.0,no
8217,39.0,blue-collar,married,secondary,no,747.0,yes
8218,38.0,management,married,tertiary,no,595.0,no
8219,52.0,admin.,married,secondary,no,1648.0,no
8220,57.0,blue-collar,married,secondary,no,649.0,no
8221,46.0,technician,divorced,secondary,yes,-1361.0,yes
8222,45.0,blue-collar,married,primary,no,147.0,no
8223,46.0,management,married,secondary,no,430.0,no
8224,47.0,blue-collar,married,primary,no,2749.0,no
8225,42.0,technician,single,secondary,no,2036.0,no
8226,54.0,management,married,unknown,no,527.0,no
8227,30.0,admin.,divorced,secondary,no,83.0,yes
8228,54.0,management,divorced,tertiary,no,2171.0,yes
8229,34.0,technician,single,secondary,no,18777.0,no
8230,52.0,technician,married,secondary,no,2619.0,no
8231,36.0,blue-collar,married,primary,no,871.0,yes
8232,51.0,technician,married,secondary,no,532.0,yes
8233,39.0,blue-collar,divorced,primary,no,3970.0,no
8234,34.0,admin.,divorced,secondary,no,1186.0,yes
8235,59.0,retired,divorced,secondary,no,21.0,no
8236,34.0,admin.,married,secondary,no,45.0,no
8237,39.0,management,married,tertiary,no,12855.0,no
8238,32.0,services,single,secondary,no,936.0,no
8239,40.0,blue-collar,married,secondary,no,0.0,yes
8240,40.0,technician,single,secondary,no,159.0,no
8241,32.0,management,single,tertiary,no,135.0,yes
8242,30.0,services,single,secondary,no,1510.0,no
8243,38.0,blue-collar,married,secondary,no,-288.0,yes
8244,47.0,admin.,married,secondary,no,12845.0,no
8245,39.0,admin.,married,secondary,no,-982.0,yes
8246,36.0,technician,married,secondary,no,24.0,no
8247,51.0,retired,single,tertiary,no,730.0,no
8248,45.0,technician,married,secondary,no,1441.0,no
8249,40.0,services,single,secondary,no,326.0,no
8250,46.0,technician,single,secondary,no,1758.0,no
8251,33.0,services,married,secondary,no,1330.0,no
8252,31.0,housemaid,married,primary,no,2603.0,no
8253,33.0,technician,single,tertiary,no,179.0,no
8254,37.0,services,single,secondary,no,54.0,no
8255,33.0,services,divorced,secondary,no,1529.0,no
8256,37.0,blue-collar,single,secondary,no,690.0,no
8257,42.0,services,single,secondary,no,838.0,no
8258,43.0,admin.,single,secondary,no,733.0,no
8259,49.0,management,married,tertiary,no,0.0,no
8260,58.0,admin.,married,secondary,no,310.0,yes
8261,41.0,admin.,married,primary,no,1316.0,no
8262,40.0,technician,married,secondary,no,5811.0,no
8263,35.0,technician,married,secondary,no,222.0,no
8264,47.0,blue-collar,married,secondary,no,3237.0,no
8265,47.0,admin.,married,secondary,no,829.0,yes
8266,39.0,technician,married,tertiary,no,4313.0,no
8267,45.0,management,married,tertiary,no,7154.0,no
8268,36.0,management,married,tertiary,no,1100.0,no
8269,33.0,blue-collar,married,secondary,no,596.0,no
8270,36.0,management,married,tertiary,no,0.0,no
8271,35.0,admin.,married,secondary,yes,0.0,yes
8272,45.0,unemployed,divorced,secondary,no,728.0,yes
8273,55.0,entrepreneur,divorced,tertiary,no,372.0,no
8274,36.0,blue-collar,married,secondary,no,342.0,no
8275,49.0,entrepreneur,divorced,tertiary,no,1342.0,yes
8276,45.0,technician,divorced,secondary,no,5862.0,no
8277,44.0,management,married,primary,no,1880.0,no
8278,51.0,technician,divorced,secondary,no,131.0,no
8279,36.0,admin.,single,secondary,no,1927.0,no
8280,35.0,management,married,tertiary,no,71.0,no
8281,43.0,technician,single,secondary,yes,685.0,no
8282,30.0,management,single,tertiary,no,620.0,no
8283,52.0,self-employed,divorced,tertiary,no,10653.0,no
8284,34.0,technician,married,tertiary,no,178.0,no
8285,34.0,management,married,tertiary,no,0.0,no
8286,42.0,management,single,tertiary,yes,130.0,yes
8287,31.0,admin.,divorced,secondary,no,93.0,no
8288,39.0,management,divorced,tertiary,no,5009.0,no
8289,50.0,technician,married,secondary,no,-353.0,yes
8290,37.0,unemployed,single,tertiary,no,1316.0,no
8291,52.0,technician,married,unknown,no,9687.0,no
8292,39.0,management,divorced,tertiary,no,1315.0,no
8293,31.0,services,single,secondary,no,2038.0,no
8294,58.0,retired,married,secondary,no,919.0,yes
8295,43.0,management,married,secondary,no,2115.0,no
8296,38.0,technician,married,secondary,no,865.0,no
8297,55.0,retired,divorced,primary,no,1174.0,no
8298,41.0,management,married,tertiary,no,0.0,no
8299,37.0,admin.,married,unknown,no,497.0,no
8300,49.0,blue-collar,married,secondary,no,298.0,no
8301,33.0,management,single,tertiary,no,923.0,no
8302,31.0,management,married,tertiary,no,0.0,no
8303,30.0,blue-collar,married,secondary,no,4389.0,no
8304,39.0,self-employed,married,tertiary,no,585.0,no
8305,39.0,admin.,married,secondary,no,3732.0,no
8306,32.0,entrepreneur,divorced,secondary,no,-934.0,no
8307,52.0,entrepreneur,married,tertiary,no,54.0,yes
8308,50.0,blue-collar,divorced,primary,no,155.0,yes
8309,47.0,blue-collar,married,secondary,no,3696.0,no
8310,51.0,unemployed,divorced,secondary,no,-56.0,no
8311,32.0,services,single,secondary,no,2251.0,yes
8312,38.0,blue-collar,married,secondary,no,2008.0,no
8313,32.0,management,married,tertiary,no,1667.0,no
8314,31.0,admin.,married,secondary,no,113.0,no
8315,40.0,self-employed,married,secondary,no,1216.0,no
8316,55.0,services,married,secondary,no,3546.0,yes
8317,32.0,admin.,married,secondary,no,1785.0,no
8318,30.0,blue-collar,married,secondary,no,631.0,no
8319,32.0,management,single,tertiary,no,27.0,no
8320,44.0,entrepreneur,married,secondary,no,6649.0,no
8321,50.0,self-employed,single,tertiary,no,21.0,no
8322,49.0,blue-collar,single,primary,yes,-2604.0,no
8323,32.0,blue-collar,single,secondary,no,118.0,no
8324,54.0,management,married,tertiary,no,214.0,no
8325,30.0,management,single,secondary,no,460.0,no
8326,31.0,management,single,secondary,no,99.0,yes
8327,32.0,technician,married,tertiary,no,0.0,no
8328,53.0,technician,married,unknown,no,6921.0,no
8329,44.0,technician,married,tertiary,no,1818.0,yes
8330,43.0,admin.,married,secondary,no,388.0,no
8331,49.0,management,single,tertiary,no,1093.0,no
8332,32.0,technician,single,secondary,no,28.0,no
8333,34.0,blue-collar,married,primary,no,2320.0,no
8334,30.0,blue-collar,married,secondary,no,913.0,yes
8335,32.0,entrepreneur,married,secondary,no,1996.0,no
8336,32.0,services,divorced,secondary,no,453.0,no
8337,32.0,management,married,tertiary,no,1636.0,no
8338,49.0,unemployed,married,primary,no,126.0,no
8339,48.0,blue-collar,married,secondary,no,3008.0,yes
8340,50.0,blue-collar,married,secondary,no,1984.0,no
8341,32.0,management,married,tertiary,no,3107.0,yes
8342,36.0,self-employed,married,secondary,no,44.0,no
8343,35.0,entrepreneur,married,secondary,no,1309.0,no
8344,34.0,management,married,tertiary,no,11.0,no
8345,32.0,self-employed,single,tertiary,no,519.0,no
8346,36.0,blue-collar,married,secondary,no,2894.0,no
8347,29.0,blue-collar,single,secondary,no,2.0,yes
8348,57.0,technician,married,secondary,no,6362.0,yes
8349,51.0,blue-collar,divorced,secondary,no,1524.0,no
8350,36.0,entrepreneur,married,secondary,no,215.0,yes
8351,34.0,technician,married,secondary,no,7171.0,no
8352,48.0,management,married,tertiary,no,-1080.0,yes
8353,42.0,entrepreneur,divorced,secondary,no,3780.0,no
8354,46.0,technician,divorced,secondary,no,111.0,no
8355,35.0,management,single,tertiary,no,2928.0,no
8356,44.0,technician,married,secondary,no,533.0,no
8357,46.0,blue-collar,single,primary,no,3046.0,yes
8358,50.0,management,married,tertiary,no,-470.0,no
8359,50.0,management,married,tertiary,no,-151.0,no
8360,34.0,services,married,secondary,no,0.0,no
8361,44.0,management,married,tertiary,no,3603.0,no
8362,54.0,technician,divorced,secondary,no,2156.0,no
8363,43.0,entrepreneur,single,primary,no,103.0,no
8364,53.0,management,married,tertiary,no,8563.0,no
8365,38.0,management,divorced,secondary,no,257.0,no
8366,34.0,management,divorced,tertiary,no,5754.0,no
8367,32.0,entrepreneur,married,tertiary,no,11591.0,no
8368,30.0,unemployed,married,tertiary,no,0.0,no
8369,34.0,blue-collar,married,secondary,no,233.0,no
8370,35.0,blue-collar,married,primary,no,2878.0,no
8371,36.0,management,married,tertiary,no,6172.0,yes
8372,37.0,management,married,tertiary,no,585.0,no
8373,45.0,blue-collar,married,secondary,no,1678.0,no
8374,55.0,technician,single,secondary,no,2043.0,no
8375,56.0,technician,single,secondary,no,751.0,no
8376,46.0,blue-collar,married,primary,no,771.0,no
8377,44.0,blue-collar,married,secondary,no,2455.0,no
8378,31.0,entrepreneur,divorced,tertiary,no,0.0,no
8379,36.0,management,married,tertiary,no,393.0,no
8380,30.0,management,single,tertiary,no,2995.0,no
8381,36.0,management,divorced,secondary,no,1655.0,no
8382,58.0,unemployed,married,secondary,no,687.0,no
8383,39.0,management,married,secondary,no,1007.0,no
8384,32.0,services,single,secondary,no,48.0,yes
8385,36.0,technician,married,secondary,no,6384.0,yes
8386,37.0,management,single,tertiary,no,1743.0,no
8387,34.0,technician,single,secondary,no,1259.0,no
8388,35.0,technician,married,secondary,no,1854.0,no
8389,52.0,housemaid,married,secondary,no,1182.0,no
8390,41.0,entrepreneur,married,primary,no,0.0,yes
8391,38.0,admin.,single,tertiary,no,4.0,yes
8392,34.0,technician,married,tertiary,no,544.0,yes
8393,34.0,self-employed,married,tertiary,no,442.0,no
8394,35.0,management,married,tertiary,no,4943.0,no
8395,30.0,management,married,tertiary,no,2451.0,no
8396,34.0,admin.,single,tertiary,no,18.0,yes
8397,43.0,blue-collar,divorced,primary,no,515.0,no
8398,33.0,entrepreneur,married,primary,no,82.0,no
8399,36.0,services,married,primary,no,413.0,no
8400,47.0,technician,married,secondary,no,0.0,no
8401,58.0,retired,divorced,primary,no,2538.0,no
8402,58.0,technician,single,secondary,no,8600.0,no
8403,33.0,admin.,married,tertiary,no,46.0,no
8404,33.0,admin.,married,secondary,no,581.0,no
8405,43.0,technician,married,secondary,no,17655.0,no
8406,31.0,blue-collar,married,secondary,no,5345.0,no
8407,35.0,management,married,secondary,no,53.0,no
8408,43.0,services,married,secondary,no,508.0,no
8409,33.0,blue-collar,married,secondary,no,833.0,yes
8410,51.0,management,single,tertiary,no,6030.0,no
8411,49.0,admin.,married,secondary,no,1697.0,no
8412,35.0,self-employed,single,tertiary,no,538.0,yes
8413,39.0,technician,single,secondary,no,15.0,no
8414,37.0,management,married,tertiary,no,0.0,no
8415,54.0,technician,married,secondary,no,4475.0,no
8416,51.0,entrepreneur,married,secondary,no,5403.0,no
8417,38.0,entrepreneur,married,secondary,no,0.0,yes
8418,38.0,technician,single,secondary,no,884.0,yes
8419,29.0,management,married,tertiary,no,1441.0,no
8420,35.0,management,married,tertiary,no,244.0,no
8421,34.0,management,married,secondary,no,2311.0,no
8422,38.0,services,married,secondary,no,1970.0,no
8423,47.0,technician,married,secondary,no,1167.0,no
8424,42.0,services,single,secondary,no,2628.0,no
8425,47.0,management,married,unknown,no,4189.0,no
8426,43.0,management,married,tertiary,no,1429.0,no
8427,38.0,blue-collar,married,primary,no,-459.0,yes
8428,38.0,management,married,tertiary,no,0.0,no
8429,38.0,technician,married,secondary,no,4030.0,no
8430,31.0,technician,married,secondary,no,2420.0,no
8431,46.0,services,married,tertiary,no,2520.0,no
8432,51.0,services,single,secondary,no,5610.0,no
8433,35.0,technician,married,secondary,no,35.0,no
8434,31.0,unemployed,married,secondary,no,24.0,no
8435,32.0,management,single,tertiary,no,2280.0,no
8436,37.0,services,married,secondary,no,523.0,no
8437,34.0,blue-collar,married,secondary,no,640.0,no
8438,29.0,admin.,married,secondary,no,7707.0,no
8439,46.0,blue-collar,married,secondary,no,9347.0,no
8440,25.0,technician,single,tertiary,no,0.0,no
8441,47.0,unemployed,married,secondary,no,351.0,yes
8442,33.0,management,single,tertiary,no,201.0,no
8443,33.0,self-employed,married,tertiary,no,-103.0,no
8444,31.0,management,single,tertiary,no,4319.0,no
8445,41.0,services,married,secondary,no,115.0,yes
8446,35.0,management,single,tertiary,no,1531.0,no
8447,58.0,technician,married,secondary,no,760.0,no
8448,33.0,management,single,tertiary,no,5945.0,no
8449,39.0,blue-collar,married,secondary,no,94.0,yes
8450,43.0,blue-collar,single,secondary,no,9102.0,no
8451,41.0,blue-collar,married,primary,no,1491.0,no
8452,76.0,management,married,unknown,no,1780.0,no
8453,33.0,management,married,tertiary,yes,-148.0,yes
8454,31.0,services,married,secondary,no,-489.0,yes
8455,36.0,self-employed,single,tertiary,no,1296.0,no
8456,47.0,housemaid,married,secondary,no,3940.0,no
8457,32.0,self-employed,married,tertiary,no,210.0,no
8458,46.0,technician,divorced,secondary,no,-26.0,yes
8459,34.0,management,married,tertiary,no,395.0,no
8460,44.0,services,married,primary,no,1161.0,no
